a,w,t,label
0.3,0.4,0,0
0.3,0.5,0,0
0.3,0.6,0,0
0.3,0.7,0,0
0.3,0.8,0,0
0.3,0.9,0,0
0.3,1,0,0
0.3,1.1,0,0
0.3,1.2,0,0
0.3,1.3,0,0
0.3,1.4,1.791,1
0.3,1.5,0,0
0.3,1.6,0,0
0.3,1.7,0,0
0.3,1.8,0,0
0.3,1.9,0,0
0.3,2,0,0
0.4,-2,0,0
0.4,-1.9,0.514,1
0.4,-1.8,0,0
0.4,-1.7,0,0
0.4,-1.6,0,0
0.4,-1.5,0,0
0.4,-1.4,0.727,1
0.4,-1.3,0,0
0.4,-1.2,0.868,1
0.4,-1.1,0.959,1
0.4,-1,1.07,1
0.4,-0.9,1.207,1
0.4,-0.8,1.382,1
0.4,-0.7,1.611,1
0.4,-0.6,1.921,1
0.4,-0.5,0,0
0.4,-0.4,0,0
0.4,-0.3,0,0
0.4,-0.2,0,0
0.4,-0.1,0,0
0.4,0,0,0
0.4,0.1,0,0
0.4,0.2,0.932,1
0.4,0.3,0.302,1
0.4,0.4,0,0
0.4,0.5,0,0
0.4,0.6,0,0
0.4,0.7,0,0
0.4,0.8,0,0
0.4,0.9,0,0
0.4,1,0,0
0.4,1.1,0,0
0.4,1.2,0,0
0.4,1.3,0,0
0.4,1.4,1.81,1
0.4,1.5,0,0
0.4,1.6,1.577,1
0.4,1.7,0,0
0.4,1.8,0,0
0.4,1.9,0,0
0.4,2,1.254,1
0.5,-2,0,0
0.5,-1.9,0,0
0.5,-1.8,0,0
0.5,-1.7,0,0
0.5,-1.6,0,0
0.5,-1.5,0,0
0.5,-1.4,0.753,1
0.5,-1.3,0.82,1
0.5,-1.2,0,0
0.5,-1.1,0,0
0.5,-1,1.108,1
0.5,-0.9,0,0
0.5,-0.8,0,0
0.5,-0.7,0,0
0.5,-0.6,1.982,1
0.5,-0.5,0,0
0.5,-0.4,0,0
0.5,-0.3,0,0
0.5,-0.2,0,0
0.5,-0.1,0,0
0.5,0,0,0
0.5,0.1,0,0
0.5,0.2,1.138,1
0.5,0.3,0.493,1
0.5,0.4,0.183,1
0.5,0.5,0,0
0.5,0.6,0,0
0.5,0.7,0,0
0.5,0.8,0,0
0.5,0.9,0,0
0.5,1,0,0
0.5,1.1,0,0
0.5,1.2,0,0
0.5,1.3,0,0
0.5,1.4,0,0
0.5,1.5,0,0
0.5,1.6,1.59,1
0.5,1.7,0,0
0.5,1.8,0,0
0.5,1.9,0,0
0.5,2,0,0
0.6,-2,0,0
0.6,-1.9,0,0
0.6,-1.8,0,0
0.6,-1.7,0,0
0.6,-1.6,0,0
0.6,-1.5,0,0
0.6,-1.4,0,0
0.6,-1.3,0,0
0.6,-1.2,0,0
0.6,-1.1,1.022,1
0.6,-1,1.139,1
0.6,-0.9,1.284,1
0.6,-0.8,0,0
0.6,-0.7,1.706,1
0.6,-0.6,0,0
0.6,-0.5,0,0
0.6,-0.4,0,0
0.6,-0.3,0,0
0.6,-0.2,0,0
0.6,-0.1,0,0
0.6,0,0,0
0.6,0.1,0,0
0.6,0.2,1.279,1
0.6,0.3,0.626,1
0.6,0.4,0.308,1
0.6,0.5,0.125,1
0.6,0.6,0,0
0.6,0.7,0,0
0.6,0.8,0,0
0.6,0.9,0,0
0.6,1,0,0
0.6,1.1,0,0
0.6,1.2,0,0
0.6,1.3,0,0
0.6,1.4,1.837,1
0.6,1.5,0,0
0.6,1.6,0,0
0.6,1.7,0,0
0.6,1.8,0,0
0.6,1.9,1.341,1
0.6,2,0,0
0.7,-2,0,0
0.7,-1.9,0.56,1
0.7,-1.8,0,0
0.7,-1.7,0,0
0.7,-1.6,0.682,1
0.7,-1.5,0,0
0.7,-1.4,0,0
0.7,-1.3,0,0
0.7,-1.2,0.947,1
0.7,-1.1,0,0
0.7,-1,0,0
0.7,-0.9,1.312,1
0.7,-0.8,1.498,1
0.7,-0.7,1.739,1
0.7,-0.6,0,0
0.7,-0.5,0,0
0.7,-0.4,0,0
0.7,-0.3,0,0
0.7,-0.2,0,0
0.7,-0.1,0,0
0.7,0,0,0
0.7,0.1,0,0
0.7,0.2,1.382,1
0.7,0.3,0.723,1
0.7,0.4,0.4,1
0.7,0.5,0.212,1
0.7,0.6,0.092,1
0.7,0.7,0,0
0.7,0.8,0,0
0.7,0.9,0,0
0.7,1,0,0
0.7,1.1,0,0
0.7,1.2,0,0
0.7,1.3,1.994,1
0.7,1.4,0,0
0.7,1.5,0,0
0.7,1.6,0,0
0.7,1.7,0,0
0.7,1.8,0,0
0.7,1.9,0,0
0.7,2,0,0
0.8,-2,0,0
0.8,-1.9,0,0
0.8,-1.8,0,0
0.8,-1.7,0.65,1
0.8,-1.6,0,0
0.8,-1.5,0,0
0.8,-1.4,0,0
0.8,-1.3,0.882,1
0.8,-1.2,0,0
0.8,-1.1,0,0
0.8,-1,0,0
0.8,-0.9,0,0
0.8,-0.8,1.523,1
0.8,-0.7,0,0
0.8,-0.6,0,0
0.8,-0.5,0,0
0.8,-0.4,0,0
0.8,-0.3,0,0
0.8,-0.2,0,0
0.8,-0.1,0,0
0.8,0,0,0
0.8,0.1,0,0
0.8,0.2,1.46,1
0.8,0.3,0.798,1
0.8,0.4,0.472,1
0.8,0.5,0.281,1
0.8,0.6,0.157,1
0.8,0.7,0.071,1
0.8,0.8,0,0
0.8,0.9,0,0
0.8,1,0,0
0.8,1.1,0,0
0.8,1.2,0,0
0.8,1.3,0,0
0.8,1.4,0,0
0.8,1.5,0,0
0.8,1.6,0,0
0.8,1.7,0,0
0.8,1.8,0,0
0.8,1.9,0,0
0.8,2,0,0
0.9,-2,0,0
0.9,-1.9,0.583,1
0.9,-1.8,0,0
0.9,-1.7,0,0
0.9,-1.6,0.709,1
0.9,-1.5,0.763,1
0.9,-1.4,0.825,1
0.9,-1.3,0.897,1
0.9,-1.2,0,0
0.9,-1.1,0,0
0.9,-1,0,0
0.9,-0.9,1.355,1
0.9,-0.8,1.544,1
0.9,-0.7,0,0
0.9,-0.6,0,0
0.9,-0.5,0,0
0.9,-0.4,0,0
0.9,-0.3,0,0
0.9,-0.2,0,0
0.9,-0.1,0,0
0.9,0,0,0
0.9,0.1,0,0
0.9,0.2,1.521,1
0.9,0.3,0.857,1
0.9,0.4,0.529,1
0.9,0.5,0.335,1
0.9,0.6,0.209,1
0.9,0.7,0.121,1
0.9,0.8,0,0
0.9,0.9,0,0
0.9,1,0,0
0.9,1.1,0,0
0.9,1.2,0,0
0.9,1.3,0,0
0.9,1.4,0,0
0.9,1.5,0,0
0.9,1.6,0,0
0.9,1.7,0,0
0.9,1.8,0,0
0.9,1.9,0,0
0.9,2,0,0
1,-2,0,0
1,-1.9,0,0
1,-1.8,0,0
1,-1.7,0,0
1,-1.6,0,0
1,-1.5,0,0
1,-1.4,0,0
1,-1.3,0,0
1,-1.2,0,0
1,-1.1,0,0
1,-1,0,0
1,-0.9,0,0
1,-0.8,0,0
1,-0.7,1.807,1
1,-0.6,0,0
1,-0.5,0,0
1,-0.4,0,0
1,-0.3,0,0
1,-0.2,0,0
1,-0.1,0,0
1,0,0,0
1,0.1,0,0
1,0.2,1.57,1
1,0.3,0.905,1
1,0.4,0.575,1
1,0.5,0.38,1
1,0.6,0.252,1
1,0.7,0,0
1,0.8,0.097,1
1,0.9,0.048,1
1,1,0,0
1,1.1,0,0
1,1.2,0,0
1,1.3,0,0
1,1.4,0,0
1,1.5,0,0
1,1.6,0,0
1,1.7,0,0
1,1.8,0,0
1,1.9,1.366,1
1,2,0,0
1.1,-2,0,0
1.1,-1.9,0,0
1.1,-1.8,0,0
1.1,-1.7,0,0
1.1,-1.6,0.73,1
1.1,-1.5,0.785,1
1.1,-1.4,0,0
1.1,-1.3,0,0
1.1,-1.2,1.008,1
1.1,-1.1,0,0
1.1,-1,1.234,1
1.1,-0.9,1.386,1
1.1,-0.8,0,0
1.1,-0.7,1.823,1
1.1,-0.6,0,0
1.1,-0.5,0,0
1.1,-0.4,0,0
1.1,-0.3,0,0
1.1,-0.2,0,0
1.1,-0.1,0,0
1.1,0,0,0
1.1,0.1,0,0
1.1,0.2,1.61,1
1.1,0.3,0.944,1
1.1,0.4,0.613,1
1.1,0.5,0.417,1
1.1,0.6,0.288,1
1.1,0.7,0.197,1
1.1,0.8,0,0
1.1,0.9,0.08,1
1.1,1,0.041,1
1.1,1.1,0,0
1.1,1.2,0,0
1.1,1.3,0,0
1.1,1.4,0,0
1.1,1.5,1.746,1
1.1,1.6,0,0
1.1,1.7,0,0
1.1,1.8,0,0
1.1,1.9,0,0
1.1,2,0,0
1.2,-2,0,0
1.2,-1.9,0.609,1
1.2,-1.8,0,0
1.2,-1.7,0,0
1.2,-1.6,0,0
1.2,-1.5,0,0
1.2,-1.4,0.858,1
1.2,-1.3,0.932,1
1.2,-1.2,0,0
1.2,-1.1,0,0
1.2,-1,1.246,1
1.2,-0.9,0,0
1.2,-0.8,0,0
1.2,-0.7,0,0
1.2,-0.6,0,0
1.2,-0.5,0,0
1.2,-0.4,0,0
1.2,-0.3,0,0
1.2,-0.2,0,0
1.2,-0.1,0,0
1.2,0,0,0
1.2,0.1,0,0
1.2,0.2,1.644,1
1.2,0.3,0.977,1
1.2,0.4,0.646,1
1.2,0.5,0.448,1
1.2,0.6,0.318,1
1.2,0.7,0,0
1.2,0.8,0.159,1
1.2,0.9,0,0
1.2,1,0,0
1.2,1.1,0,0
1.2,1.2,0,0
1.2,1.3,0,0
1.2,1.4,1.878,1
1.2,1.5,0,0
1.2,1.6,0,0
1.2,1.7,0,0
1.2,1.8,0,0
1.2,1.9,0,0
1.2,2,1.304,1
1.3,-2,0,0
1.3,-1.9,0.616,1
1.3,-1.8,0,0
1.3,-1.7,0,0
1.3,-1.6,0,0
1.3,-1.5,0,0
1.3,-1.4,0,0
1.3,-1.3,0.941,1
1.3,-1.2,0,0
1.3,-1.1,0,0
1.3,-1,0,0
1.3,-0.9,1.409,1
1.3,-0.8,1.601,1
1.3,-0.7,0,0
1.3,-0.6,0,0
1.3,-0.5,0,0
1.3,-0.4,0,0
1.3,-0.3,0,0
1.3,-0.2,0,0
1.3,-0.1,0,0
1.3,0,0,0
1.3,0.1,0,0
1.3,0.2,1.673,1
1.3,0.3,1.005,1
1.3,0.4,0.673,1
1.3,0.5,0.475,1
1.3,0.6,0.344,1
1.3,0.7,0.252,1
1.3,0.8,0.184,1
1.3,0.9,0,0
1.3,1,0.091,1
1.3,1.1,0,0
1.3,1.2,0,0
1.3,1.3,0,0
1.3,1.4,0,0
1.3,1.5,1.754,1
1.3,1.6,0,0
1.3,1.7,0,0
1.3,1.8,0,0
1.3,1.9,0,0
1.3,2,0,0
1.4,-2,0,0
1.4,-1.9,0,0
1.4,-1.8,0,0
1.4,-1.7,0,0
1.4,-1.6,0.754,1
1.4,-1.5,0,0
1.4,-1.4,0,0
1.4,-1.3,0,0
1.4,-1.2,0,0
1.4,-1.1,0,0
1.4,-1,0,0
1.4,-0.9,0,0
1.4,-0.8,1.611,1
1.4,-0.7,0,0
1.4,-0.6,0,0
1.4,-0.5,0,0
1.4,-0.4,0,0
1.4,-0.3,0,0
1.4,-0.2,0,0
1.4,-0.1,0,0
1.4,0,0,0
1.4,0.1,0,0
1.4,0.2,1.698,1
1.4,0.3,1.029,1
1.4,0.4,0.697,1
1.4,0.5,0,0
1.4,0.6,0.367,1
1.4,0.7,0.274,1
1.4,0.8,0,0
1.4,0.9,0,0
1.4,1,0,0
1.4,1.1,0.078,1
1.4,1.2,0.051,1
1.4,1.3,0,0
1.4,1.4,0,0
1.4,1.5,0,0
1.4,1.6,0,0
1.4,1.7,0,0
1.4,1.8,0,0
1.4,1.9,0,0
1.4,2,0,0
1.5,-2,0,0
1.5,-1.9,0,0
1.5,-1.8,0,0
1.5,-1.7,0.711,1
1.5,-1.6,0,0
1.5,-1.5,0.817,1
1.5,-1.4,0,0
1.5,-1.3,0,0
1.5,-1.2,0,0
1.5,-1.1,0,0
1.5,-1,0,0
1.5,-0.9,0,0
1.5,-0.8,0,0
1.5,-0.7,1.868,1
1.5,-0.6,0,0
1.5,-0.5,0,0
1.5,-0.4,0,0
1.5,-0.3,0,0
1.5,-0.2,0,0
1.5,-0.1,0,0
1.5,0,0,0
1.5,0.1,0,0
1.5,0.2,1.719,1
1.5,0.3,1.05,1
1.5,0.4,0,0
1.5,0.5,0,0
1.5,0.6,0.387,1
1.5,0.7,0,0
1.5,0.8,0.224,1
1.5,0.9,0.171,1
1.5,1,0,0
1.5,1.1,0,0
1.5,1.2,0.068,1
1.5,1.3,0,0
1.5,1.4,0,0
1.5,1.5,0,0
1.5,1.6,0,0
1.5,1.7,0,0
1.5,1.8,0,0
1.5,1.9,0,0
1.5,2,1.313,1
1.6,-2,0,0
1.6,-1.9,0,0
1.6,-1.8,0,0
1.6,-1.7,0,0
1.6,-1.6,0,0
1.6,-1.5,0,0
1.6,-1.4,0.888,1
1.6,-1.3,0,0
1.6,-1.2,0,0
1.6,-1.1,0,0
1.6,-1,1.281,1
1.6,-0.9,0,0
1.6,-0.8,0,0
1.6,-0.7,1.876,1
1.6,-0.6,0,0
1.6,-0.5,0,0
1.6,-0.4,0,0
1.6,-0.3,0,0
1.6,-0.2,0,0
1.6,-0.1,0,0
1.6,0,0,0
1.6,0.1,0,0
1.6,0.2,1.738,1
1.6,0.3,1.069,1
1.6,0.4,0,0
1.6,0.5,0,0
1.6,0.6,0,0
1.6,0.7,0,0
1.6,0.8,0.241,1
1.6,0.9,0,0
1.6,1,0,0
1.6,1.1,0,0
1.6,1.2,0,0
1.6,1.3,0.06,1
1.6,1.4,0,0
1.6,1.5,0.024,1
1.6,1.6,0,0
1.6,1.7,0,0
1.6,1.8,0,0
1.6,1.9,0,0
1.6,2,0,0
1.7,-2,0,0
1.7,-1.9,0,0
1.7,-1.8,0,0
1.7,-1.7,0.722,1
1.7,-1.6,0,0
1.7,-1.5,0,0
1.7,-1.4,0,0
1.7,-1.3,0,0
1.7,-1.2,0,0
1.7,-1.1,1.162,1
1.7,-1,0,0
1.7,-0.9,0,0
1.7,-0.8,0,0
1.7,-0.7,0,0
1.7,-0.6,0,0
1.7,-0.5,0,0
1.7,-0.4,0,0
1.7,-0.3,0,0
1.7,-0.2,0,0
1.7,-0.1,0,0
1.7,0,0,0
1.7,0.1,0,0
1.7,0.2,1.754,1
1.7,0.3,1.085,1
1.7,0.4,0,0
1.7,0.5,0,0
1.7,0.6,0.42,1
1.7,0.7,0.326,1
1.7,0.8,0.256,1
1.7,0.9,0.202,1
1.7,1,0,0
1.7,1.1,0,0
1.7,1.2,0.097,1
1.7,1.3,0,0
1.7,1.4,0,0
1.7,1.5,0,0
1.7,1.6,0,0
1.7,1.7,0,0
1.7,1.8,0,0
1.7,1.9,0,0
1.7,2,0,0
1.8,-2,0,0
1.8,-1.9,0,0
1.8,-1.8,0,0
1.8,-1.7,0,0
1.8,-1.6,0,0
1.8,-1.5,0,0
1.8,-1.4,0,0
1.8,-1.3,0,0
1.8,-1.2,1.063,1
1.8,-1.1,0,0
1.8,-1,0,0
1.8,-0.9,1.448,1
1.8,-0.8,1.641,1
1.8,-0.7,0,0
1.8,-0.6,0,0
1.8,-0.5,0,0
1.8,-0.4,0,0
1.8,-0.3,0,0
1.8,-0.2,0,0
1.8,-0.1,0,0
1.8,0,0,0
1.8,0.1,0,0
1.8,0.2,1.769,1
1.8,0.3,1.1,1
1.8,0.4,0.766,1
1.8,0.5,0,0
1.8,0.6,0.434,1
1.8,0.7,0,0
1.8,0.8,0,0
1.8,0.9,0,0
1.8,1,0,0
1.8,1.1,0.138,1
1.8,1.2,0,0
1.8,1.3,0,0
1.8,1.4,0,0
1.8,1.5,0,0
1.8,1.6,0,0
1.8,1.7,0.021,1
1.8,1.8,0,0
1.8,1.9,0,0
1.8,2,0,0
1.9,-2,0,0
1.9,-1.9,0,0
1.9,-1.8,0,0
1.9,-1.7,0,0
1.9,-1.6,0,0
1.9,-1.5,0,0
1.9,-1.4,0.904,1
1.9,-1.3,0,0
1.9,-1.2,0,0
1.9,-1.1,0,0
1.9,-1,1.299,1
1.9,-0.9,0,0
1.9,-0.8,1.647,1
1.9,-0.7,0,0
1.9,-0.6,0,0
1.9,-0.5,0,0
1.9,-0.4,0,0
1.9,-0.3,0,0
1.9,-0.2,0,0
1.9,-0.1,0,0
1.9,0,0,0
1.9,0.1,0,0
1.9,0.2,1.782,1
1.9,0.3,1.113,1
1.9,0.4,0,0
1.9,0.5,0.579,1
1.9,0.6,0,0
1.9,0.7,0.352,1
1.9,0.8,0,0
1.9,0.9,0.227,1
1.9,1,0,0
1.9,1.1,0,0
1.9,1.2,0,0
1.9,1.3,0,0
1.9,1.4,0,0
1.9,1.5,0.059,1
1.9,1.6,0.044,1
1.9,1.7,0,0
1.9,1.8,0,0
1.9,1.9,0,0
1.9,2,0,0
2,-2,0,0
2,-1.9,0,0
2,-1.8,0,0
2,-1.7,0,0
2,-1.6,0,0
2,-1.5,0.843,1
2,-1.4,0,0
2,-1.3,0,0
2,-1.2,1.073,1
2,-1.1,1.178,1
2,-1,0,0
2,-0.9,0,0
2,-0.8,0,0
2,-0.7,1.902,1
2,-0.6,0,0
2,-0.5,0,0
2,-0.4,0,0
2,-0.3,0,0
2,-0.2,0,0
2,-0.1,0,0
2,0,0,0
2,0.1,0,0
2,0.2,1.794,1
2,0.3,1.125,1
2,0.4,0.79,1
2,0.5,0,0
2,0.6,0,0
2,0.7,0.363,1
2,0.8,0,0
2,0.9,0.238,1
2,1,0,0
2,1.1,0,0
2,1.2,0.131,1
2,1.3,0,0
2,1.4,0,0
2,1.5,0,0
2,1.6,0,0
2,1.7,0,0
2,1.8,0.029,1
2,1.9,0,0
2,2,1.323,1
